c_Sport,c_Season,c_Event,c_Gender,n_DateSort,c_Person,c_PersonNatio,c_NOC,c_Result,n_ResultSort,c_Class
Swimming,2018,200m Individual Medley,Women,20180112,Ciara Schlosshan,Great Britain,Great Britain,2:18.55,138550,Elite
Swimming,2018,200m Individual Medley,Women,20180727,Julia Knox,Ireland,Great Britain,2:18.62,138620,Elite
Swimming,2018,200m Individual Medley,Women,20180728,Sophia Wilson,Great Britain,Great Britain,2:18.77,138770,Elite
Swimming,2018,200m Individual Medley,Women,20180728,Katie Shanahan,Great Britain,Great Britain,2:18.79,138790,Elite
Swimming,2018,200m Individual Medley,Women,20180302,Rosie Rudin,England,Great Britain,2:18.84,138840,Elite
Swimming,2018,200m Individual Medley,Women,20180401,Rebecca Sutton,Great Britain,Great Britain,2:18.94,138940,Elite
Swimming,2018,200m Individual Medley,Women,20180728,Amelia Monaghan,Great Britain,Great Britain,2:19.06,139060,Elite
Swimming,2018,200m Individual Medley,Women,20180302,Daisy Anderson,Great Britain,Great Britain,2:19.09,139090,Elite
Swimming,2018,200m Individual Medley,Women,20180728,Tori Sopp,Great Britain,Great Britain,2:19.11,139110,Elite
Swimming,2018,200m Individual Medley,Women,20180728,Ellie Reilly,Great Britain,Great Britain,2:19.22,139220,Elite
Swimming,2018,200m Individual Medley,Women,20180728,Rebecca Clynes,Great Britain,Great Britain,2:19.37,139370,Elite
Swimming,2018,200m Individual Medley,Women,20180802,Rosanna Arnold,Great Britain,Great Britain,2:19.41,139410,Elite
Swimming,2018,200m Individual Medley,Women,20180728,Eleanor Cowan,Great Britain,Great Britain,2:19.55,139550,Elite
Swimming,2018,200m Individual Medley,Women,20180728,Lily Booker,Great Britain,Great Britain,2:19.58,139580,Elite
Swimming,2018,200m Individual Medley,Women,20180728,Madelaine Hardingham,Great Britain,Great Britain,2:19.59,139590,Elite
Swimming,2018,200m Individual Medley,Women,20180408,Niamh Robinson,Isle of Man,Great Britain,2:19.62,139620,Elite
Swimming,2018,4 x 100m Freestyle Relay,Men,20180803,,,Great Britain,3:17.31,197310,Elite
Swimming,2018,4 x 100m Freestyle Relay,Women,20180803,,,Great Britain,3:37.26,217260,Elite
Swimming,2018,4 x 100m Freestyle Relay,Mixed,20180705,,,Great Britain,3:37.82,217820,Elite
Swimming,2018,4 x 100m Medley Relay,Men,20180809,,,Great Britain,3:30.44,210440,Elite
Swimming,2018,4 x 100m Medley Relay,Mixed,20180806,,,Great Britain,3:40.18,220180,Elite
Swimming,2018,4 x 100m Medley Relay,Women,20180809,,,Great Britain,3:56.91,236910,Elite
Swimming,2018,4 x 200m Freestyle Relay,Men,20180805,,,Great Britain,7:05.32,425320,Elite
Swimming,2018,4 x 200m Freestyle Relay,Mixed,20180806,,,Great Britain,7:29.72,449720,Elite
Swimming,2018,4 x 200m Freestyle Relay,Women,20180807,,,Great Britain,7:51.65,471650,Elite
Swimming,2018,400m Freestyle,Men,20180405,James Guy,England,Great Britain,3:45.32,225320,Elite
Swimming,2018,400m Freestyle,Men,20180405,Daniel Jervis,Wales,Great Britain,3:48.08,228080,Elite
Swimming,2018,400m Freestyle,Men,20180803,Stephen Milne,Scotland,Great Britain,3:50.05,230050,Elite
Swimming,2018,400m Freestyle,Men,20180803,Jay Lelliott,England,Great Britain,3:50.21,230210,Elite
Swimming,2018,400m Freestyle,Men,20180405,Timothy Shuttleworth,Great Britain,Great Britain,3:50.79,230790,Elite
Swimming,2018,400m Freestyle,Men,20180404,Tom Derbyshire,Great Britain,Great Britain,3:51.54,231540,Elite
Swimming,2018,400m Freestyle,Men,20180724,Nicholas Grainger,England,Great Britain,3:53.44,233440,Elite
Swimming,2018,400m Freestyle,Men,20180724,Samuel Budd,Great Britain,Great Britain,3:53.49,233490,Elite
Swimming,2018,400m Freestyle,Men,20180302,Kieran Bird,Great Britain,Great Britain,3:53.87,233870,Elite
Swimming,2018,400m Freestyle,Men,20180302,Luke Turley,Great Britain,Great Britain,3:54.37,234370,Elite
Swimming,2018,400m Freestyle,Men,20180724,Kyle Chisholm,Great Britain,Great Britain,3:54.90,234900,Elite
Swimming,2018,400m Freestyle,Men,20180724,Jakob Goodman,Great Britain,Great Britain,3:55.00,235000,Elite
Swimming,2018,400m Freestyle,Men,20180724,William Bell,Great Britain,Great Britain,3:55.93,235930,Elite
Swimming,2018,400m Freestyle,Men,20180724,Samuel Osborne,Great Britain,Great Britain,3:57.09,237090,Elite
Swimming,2018,400m Freestyle,Men,20180203,Harrison Coulter,Great Britain,Great Britain,3:57.13,237130,Elite
Swimming,2018,400m Freestyle,Men,20180724,William Ryley,Great Britain,Great Britain,3:57.51,237510,Elite
Swimming,2018,400m Freestyle,Women,20180809,Holly Hibbott,England,Great Britain,4:05.01,245010,Elite
Swimming,2018,400m Freestyle,Women,20180410,Eleanor Faulkner,England,Great Britain,4:07.35,247350,Elite
Swimming,2018,400m Freestyle,Women,20180410,Camilla Hattersley,Scotland,Great Britain,4:12.24,252240,Elite
Swimming,2018,400m Freestyle,Women,20180407,Alice Dearing,England,Great Britain,4:13.54,253540,Elite
Swimming,2018,400m Freestyle,Women,20180204,Jazmin Carlin,Wales,Great Britain,4:13.86,253860,Elite
Swimming,2018,400m Freestyle,Women,20180728,Elizabeth Harris,Great Britain,Great Britain,4:14.46,254460,Elite
Swimming,2018,400m Freestyle,Women,20180410,Hannah Miley,Scotland,Great Britain,4:14.62,254620,Elite
Swimming,2018,400m Freestyle,Women,20180629,Abbie Wood,England,Great Britain,4:14.75,254750,Elite
Swimming,2018,400m Freestyle,Women,20180705,Leah Crisp,Great Britain,Great Britain,4:14.78,254780,Elite
Swimming,2018,400m Freestyle,Women,20180629,Kathryn Greenslade,Wales,Great Britain,4:15.28,255280,Elite
Swimming,2018,400m Freestyle,Women,20180623,Polly Holden,Great Britain,Great Britain,4:15.62,255620,Elite
Swimming,2018,400m Freestyle,Women,20180407,Emily Clarke,Great Britain,Great Britain,4:17.54,257540,Elite
Swimming,2018,400m Freestyle,Women,20180303,Madeleine Crompton,Great Britain,Great Britain,4:18.40,258400,Elite
Swimming,2018,400m Freestyle,Women,20180728,Rachel Anderson,Great Britain,Great Britain,4:18.52,258520,Elite
Swimming,2018,400m Freestyle,Women,20180728,Lola Davison,Great Britain,Great Britain,4:18.71,258710,Elite
Swimming,2018,400m Freestyle,Women,20180410,Ellena Jones,Wales,Great Britain,4:18.92,258920,Elite
Swimming,2018,400m Freestyle,Women,20180728,Abbie Houston,Scotland,Great Britain,4:18.98,258980,Elite
Swimming,2018,400m Freestyle,Women,20180303,Laura Stephens,England,Great Britain,4:19.08,259080,Elite
Swimming,2018,400m Freestyle,Women,20180310,Georgia Darwent,Great Britain,Great Britain,4:19.74,259740,Elite
Swimming,2018,400m Freestyle,Women,20180728,Hannah Burvill,Great Britain,Great Britain,4:19.89,259890,Elite
Swimming,2018,400m Freestyle,Women,20180728,Freya Colbert,Great Britain,Great Britain,4:19.96,259960,Elite
Swimming,2018,400m Freestyle,Women,20180728,Betsy Wizard,Great Britain,Great Britain,4:20.15,260150,Elite
Swimming,2018,400m Freestyle,Women,20180802,Elizabeth Boeckman,Great Britain,Great Britain,4:20.89,260890,Elite
Swimming,2018,400m Freestyle,Women,20180707,Meg Finnon,Great Britain,Great Britain,4:21.04,261040,Elite
Swimming,2018,400m Individual Medley,Men,20180809,Max Litchfield,England,Great Britain,4:11.00,251000,Elite
Swimming,2018,400m Individual Medley,Men,20180406,Mark Szaranek,Great Britain,Great Britain,4:13.72,253720,Elite
Swimming,2018,400m Individual Medley,Men,20180405,Fraser Minnican,England,Great Britain,4:17.15,257150,Elite
Swimming,2018,400m Individual Medley,Men,20180708,Thomas Dean,Great Britain,Great Britain,4:18.07,258070,Elite
Swimming,2018,400m Individual Medley,Men,20180726,Joe Litchfield,England,Great Britain,4:19.14,259140,Elite
Swimming,2018,400m Individual Medley,Men,20180726,Jacob Greenow,Great Britain,Great Britain,4:20.23,260230,Elite
Swimming,2018,400m Individual Medley,Men,20180708,Charlie Hutchison,Great Britain,Great Britain,4:20.55,260550,Elite
Swimming,2018,400m Individual Medley,Men,20180726,Callum Lawrie,Great Britain,Great Britain,4:23.68,263680,Elite
Swimming,2018,400m Individual Medley,Men,20180630,Brodie Williams,Great Britain,Great Britain,4:24.22,264220,Elite
Swimming,2018,400m Individual Medley,Men,20180726,Nathan Hughes,Great Britain,Great Britain,4:25.81,265810,Elite
Swimming,2018,400m Individual Medley,Men,20180726,Zak Logue,Great Britain,Great Britain,4:27.34,267340,Elite
Swimming,2018,400m Individual Medley,Men,20180304,Thomas Paine,Great Britain,Great Britain,4:27.35,267350,Elite
Swimming,2018,400m Individual Medley,Men,20180304,William Bell,Great Britain,Great Britain,4:28.61,268610,Elite
Swimming,2018,400m Individual Medley,Men,20180726,Jakob Goodman,Great Britain,Great Britain,4:28.64,268640,Elite
Swimming,2018,400m Individual Medley,Men,20180726,Nathan Wells,Great Britain,Great Britain,4:29.62,269620,Elite
Swimming,2018,400m Individual Medley,Men,20180726,Robbie Jones,Great Britain,Great Britain,4:30.19,270190,Elite
Swimming,2018,400m Individual Medley,Men,20180726,Marcus Dey,Great Britain,Great Britain,4:31.91,271910,Elite
Swimming,2018,400m Individual Medley,Men,20180407,Craig Munden,Great Britain,Great Britain,4:31.96,271960,Elite
Swimming,2018,400m Individual Medley,Women,20180405,Aimee Willmott,England,Great Britain,4:34.90,274900,Elite
Swimming,2018,400m Individual Medley,Women,20180405,Hannah Miley,Scotland,Great Britain,4:35.16,275160,Elite
Swimming,2018,400m Individual Medley,Women,20180405,Abbie Wood,England,Great Britain,4:40.55,280550,Elite
Swimming,2018,400m Individual Medley,Women,20180301,Rosie Rudin,England,Great Britain,4:42.80,282800,Elite
Swimming,2018,400m Individual Medley,Women,20180724,Amy Bell,Great Britain,Great Britain,4:46.57,286570,Elite
Swimming,2018,400m Individual Medley,Women,20180412,Constance Dean,Great Britain,Great Britain,4:46.63,286630,Elite
Swimming,2018,400m Individual Medley,Women,20180724,Laura Stephens,England,Great Britain,4:48.77,288770,Elite
Swimming,2018,400m Individual Medley,Women,20180405,Orla Adams,Great Britain,Great Britain,4:50.61,290610,Elite
Swimming,2018,400m Individual Medley,Women,20180724,Katie Shanahan,Great Britain,Great Britain,4:50.69,290690,Elite
Swimming,2018,400m Individual Medley,Women,20180724,Amelia Monaghan,Great Britain,Great Britain,4:51.16,291160,Elite
Swimming,2018,400m Individual Medley,Women,20180724,Rebecca Clynes,Great Britain,Great Britain,4:51.44,291440,Elite
Swimming,2018,400m Individual Medley,Women,20180301,Daisy Anderson,Great Britain,Great Britain,4:51.98,291980,Elite
Swimming,2018,400m Individual Medley,Women,20180405,Julia Knox,Ireland,Great Britain,4:52.62,292620,Elite
Swimming,2018,400m Individual Medley,Women,20180324,Katie Matts,Great Britain,Great Britain,4:52.64,292640,Elite
Swimming,2018,400m Individual Medley,Women,20180724,Madelaine Hardingham,Great Britain,Great Britain,4:53.02,293020,Elite
Swimming,2018,400m Individual Medley,Women,20180712,Jennifer King,Great Britain,Great Britain,4:53.36,293360,Elite
Swimming,2018,400m Individual Medley,Women,20180301,Georgia Coates,Great Britain,Great Britain,4:53.48,293480,Elite
Swimming,2018,400m Individual Medley,Women,20180704,Lily Booker,Great Britain,Great Britain,4:53.84,293840,Elite
Swimming,2018,400m Individual Medley,Women,20180406,Candice Hall,Great Britain,Great Britain,4:53.88,293880,Elite
Swimming,2018,400m Individual Medley,Women,20180301,Freya Colbert,Great Britain,Great Britain,4:54.32,294320,Elite
Swimming,2018,400m Individual Medley,Women,20180724,Erin Davies,Great Britain,Great Britain,4:54.64,294640,Elite
Swimming,2018,400m Individual Medley,Women,20180724,Melanie Hall,Great Britain,Great Britain,4:54.67,294670,Elite
Swimming,2018,400m Individual Medley,Women,20180301,Ciara Schlosshan,Great Britain,Great Britain,4:55.64,295640,Elite
Swimming,2018,400m Individual Medley,Women,20180724,Mollie Wright,Great Britain,Great Britain,4:55.66,295660,Elite
Swimming,2018,400m Individual Medley,Women,20180724,Betsy Wizard,Great Britain,Great Britain,4:56.12,296120,Elite
Swimming,2018,400m Individual Medley,Women,20180724,Michaella Glenister,Great Britain,Great Britain,4:57.44,297440,Elite
Swimming,2018,400m Individual Medley,Women,20180724,Ellie Turner,Great Britain,Great Britain,4:58.01,298010,Elite
Swimming,2018,400m Individual Medley,Women,20180329,Gaia Alcaras,Great Britain,Great Britain,4:58.25,298250,Elite
Swimming,2018,400m Individual Medley,Women,20180724,Mia Leech,Great Britain,Great Britain,4:58.66,298660,Elite
Swimming,2018,400m Individual Medley,Women,20180724,Tilly Hansen-Hamilton,Great Britain,Great Britain,4:58.72,298720,Elite
Swimming,2018,50m Backstroke,Men,20180803,Nicholas Pyle,Great Britain,Great Britain,25.10,25100,Elite
Swimming,2018,50m Backstroke,Men,20180408,Xavier Castelli,Wales,Great Britain,25.44,25440,Elite
Swimming,2018,50m Backstroke,Men,20180407,Harry Shalamon,Jersey,Great Britain,25.52,25520,Elite
Swimming,2018,50m Backstroke,Men,20180724,Martyn Walton,England,Great Britain,25.55,25550,Elite
Swimming,2018,50m Backstroke,Men,20180301,Chris Walker-Hebborn,England,Great Britain,25.58,25580,Elite
Swimming,2018,50m Backstroke,Men,20180724,Scott Gibson,Great Britain,Great Britain,25.66,25660,Elite
Swimming,2018,50m Backstroke,Men,20180408,Craig McNally,Scotland,Great Britain,25.80,25800,Elite
Swimming,2018,50m Backstroke,Men,20180724,James Oxborrow,Great Britain,Great Britain,25.83,25830,Elite
Swimming,2018,50m Backstroke,Men,20180724,Liam White,Great Britain,Great Britain,25.88,25880,Elite
Swimming,2018,50m Backstroke,Men,20180203,Daniel Cross,Great Britain,Great Britain,25.90,25900,Elite
Swimming,2018,50m Backstroke,Men,20180724,Thomas Gilroy,Great Britain,Great Britain,25.92,25920,Elite
Swimming,2018,50m Backstroke,Men,20180724,Samuel Irvine,Great Britain,Great Britain,25.94,25940,Elite
Swimming,2018,50m Backstroke,Men,20180724,Joseph Small,Great Britain,Great Britain,26.08,26080,Elite
Swimming,2018,50m Backstroke,Men,20180726,Francisco Rogerio Santos,Great Britain,Great Britain,26.09,26090,Elite
Swimming,2018,50m Backstroke,Men,20180301,Luke Greenbank,England,Great Britain,26.17,26170,Elite
Swimming,2018,50m Backstroke,Men,20180724,Oliver Fitt,Great Britain,Great Britain,26.21,26210,Elite
Swimming,2018,50m Backstroke,Men,20180522,Kacper Pastula,Great Britain,Great Britain,26.25,26250,Elite
Swimming,2018,50m Backstroke,Men,20180724,Charlie Brown,Great Britain,Great Britain,26.50,26500,Elite
Swimming,2018,50m Backstroke,Men,20180724,Andrew Sawkins,Great Britain,Great Britain,26.51,26510,Elite
Swimming,2018,50m Backstroke,Men,20180301,Brodie Williams,Great Britain,Great Britain,26.55,26550,Elite
Swimming,2018,50m Backstroke,Men,20180725,William Kearsey,Great Britain,Great Britain,26.57,26570,Elite
Swimming,2018,50m Backstroke,Men,20180301,Alexander Mason,Great Britain,Great Britain,26.58,26580,Elite
Swimming,2018,50m Backstroke,Men,20180324,Kyle Chisholm,Great Britain,Great Britain,26.58,26580,Elite
Swimming,2018,50m Backstroke,Men,20180407,Joseph Hulme,Great Britain,Great Britain,26.63,26630,Elite
Swimming,2018,50m Backstroke,Men,20180724,Sam Dailley,Great Britain,Great Britain,26.65,26650,Elite
Swimming,2018,50m Backstroke,Men,20180629,Elliot Clogg,England,Great Britain,26.66,26660,Elite
Swimming,2018,50m Backstroke,Men,20180505,Perry Gardner,Great Britain,Great Britain,26.66,26660,Elite
Swimming,2018,50m Backstroke,Men,20180301,Jack Shillinglaw,Great Britain,Great Britain,26.73,26730,Elite
Swimming,2018,50m Backstroke,Women,20180804,Georgia Davies,Wales,Great Britain,27.21,27210,Elite
Swimming,2018,50m Backstroke,Women,20180804,Kathleen Dawson,Scotland,Great Britain,27.92,27920,Elite
Swimming,2018,50m Backstroke,Women,20180410,Cassie Wild,Scotland,Great Britain,28.18,28180,Elite
Swimming,2018,50m Backstroke,Women,20180301,Lucy Hope,Great Britain,Great Britain,28.18,28180,Elite
Swimming,2018,50m Backstroke,Women,20180728,Lauren Cox,Great Britain,Great Britain,28.42,28420,Elite
Swimming,2018,50m Backstroke,Women,20180301,Elizabeth Simmonds,England,Great Britain,28.61,28610,Elite
Swimming,2018,50m Backstroke,Women,20180301,Lily Boseley,Great Britain,Great Britain,29.09,29090,Elite
Swimming,2018,50m Backstroke,Women,20180629,Jessica Fullalove,England,Great Britain,29.09,29090,Elite
Swimming,2018,50m Backstroke,Women,20180301,Anna Maine,England,Great Britain,29.19,29190,Elite
Swimming,2018,50m Backstroke,Women,20180728,Tegan Drew,Great Britain,Great Britain,29.20,29200,Elite
Swimming,2018,50m Backstroke,Women,20180728,Emily Crane,Great Britain,Great Britain,29.28,29280,Elite
Swimming,2018,50m Backstroke,Women,20180401,Medi Harris,Great Britain,Great Britain,29.35,29350,Elite
Swimming,2018,50m Backstroke,Women,20180409,Harriet West,Wales,Great Britain,29.35,29350,Elite
Swimming,2018,50m Backstroke,Women,20180301,Emily Peck,Great Britain,Great Britain,29.45,29450,Elite
Swimming,2018,50m Backstroke,Women,20180523,Julia Scrivin,Great Britain,Great Britain,29.50,29500,Elite
Swimming,2018,50m Backstroke,Women,20180728,Martha Duley,Great Britain,Great Britain,29.57,29570,Elite
Swimming,2018,50m Backstroke,Women,20180728,Kelly Small,Great Britain,Great Britain,29.63,29630,Elite
Swimming,2018,50m Backstroke,Women,20180301,Alexandra Waller,Great Britain,Great Britain,29.67,29670,Elite
Swimming,2018,50m Backstroke,Women,20180609,Chloe Golding,England,Great Britain,29.68,29680,Elite
Swimming,2018,50m Backstroke,Women,20180728,Charlotte Evans,Great Britain,Great Britain,29.68,29680,Elite
Swimming,2018,50m Backstroke,Women,20180507,Daisy Platts,Great Britain,Great Britain,29.72,29720,Elite
Swimming,2018,50m Backstroke,Women,20180301,Karen Reid,Scotland,Great Britain,29.74,29740,Elite
Swimming,2018,50m Backstroke,Women,20180331,Emily Grant,Great Britain,Great Britain,29.75,29750,Elite
Swimming,2018,50m Backstroke,Women,20180301,Meghan Maybanks,Great Britain,Great Britain,29.80,29800,Elite
Swimming,2018,50m Backstroke,Women,20180728,Imogen Meers,Great Britain,Great Britain,29.84,29840,Elite
Swimming,2018,50m Backstroke,Women,20180324,Mimi Morley Iszatt,Great Britain,Great Britain,29.85,29850,Elite
Swimming,2018,50m Backstroke,Women,20180728,Caroline McIntosh,Great Britain,Great Britain,29.89,29890,Elite
Swimming,2018,50m Backstroke,Women,20180325,Pia Murray,Great Britain,Great Britain,29.91,29910,Elite
Swimming,2018,50m Backstroke,Women,20180728,Emily Iley,Great Britain,Great Britain,29.93,29930,Elite
Swimming,2018,50m Backstroke,Women,20180728,Chiara Tommasello,Great Britain,Great Britain,29.95,29950,Elite
Swimming,2018,50m Backstroke,Women,20180507,Charlotte Fletcher-Stables,Great Britain,Great Britain,29.96,29960,Elite
Swimming,2018,50m Breaststroke,Men,20180808,Adam Peaty,England,Great Britain,26.09,26090,Elite
Swimming,2018,50m Breaststroke,Men,20180807,Ross Murdoch,Scotland,Great Britain,27.27,27270,Elite
Swimming,2018,50m Breaststroke,Men,20180414,Lawrence Palmer,Great Britain,Great Britain,27.31,27310,Elite
Swimming,2018,50m Breaststroke,Men,20180725,Craig Benson,Scotland,Great Britain,27.33,27330,Elite
Swimming,2018,50m Breaststroke,Men,20180409,James Wilby,England,Great Britain,27.37,27370,Elite
Swimming,2018,50m Breaststroke,Men,20180415,Zak Aitchison,Great Britain,Great Britain,27.65,27650,Elite
Swimming,2018,50m Breaststroke,Men,20180408,Euan Inglis,Great Britain,Great Britain,27.84,27840,Elite
Swimming,2018,50m Breaststroke,Men,20180725,David Murphy,Great Britain,Great Britain,27.99,27990,Elite
Swimming,2018,50m Breaststroke,Men,20180324,Stephenson Lewis Clifford,Great Britain,Great Britain,27.99,27990,Elite
Swimming,2018,50m Breaststroke,Men,20180725,Archie Goodburn,Great Britain,Great Britain,28.04,28040,Elite
Swimming,2018,50m Breaststroke,Men,20180725,George Hopkins,Great Britain,Great Britain,28.04,28040,Elite
Swimming,2018,50m Breaststroke,Men,20180408,Mark Campbell,Great Britain,Great Britain,28.07,28070,Elite
Swimming,2018,50m Breaststroke,Men,20180725,Gregory Butler,Great Britain,Great Britain,28.14,28140,Elite
Swimming,2018,50m Breaststroke,Men,20180304,Chris Kerr,Great Britain,Great Britain,28.19,28190,Elite
Swimming,2018,50m Breaststroke,Men,20180725,Marcus Gardiner,Great Britain,Great Britain,28.30,28300,Elite
Swimming,2018,50m Breaststroke,Men,20180505,Oliver Crosby,Great Britain,Great Britain,28.39,28390,Elite
Swimming,2018,50m Breaststroke,Men,20180610,Charlie Attwood,England,Great Britain,28.39,28390,Elite
Swimming,2018,50m Breaststroke,Men,20180725,James Lewis,Great Britain,Great Britain,28.62,28620,Elite
Swimming,2018,50m Breaststroke,Men,20180725,Oliver Taverner,Great Britain,Great Britain,28.64,28640,Elite
Swimming,2018,50m Breaststroke,Men,20180725,Lewis Fraser,Great Britain,Great Britain,28.67,28670,Elite
Swimming,2018,50m Breaststroke,Men,20180725,Kyle Boyek,Great Britain,Great Britain,28.75,28750,Elite
Swimming,2018,50m Breaststroke,Men,20180725,Robert Cowley,Great Britain,Great Britain,28.90,28900,Elite
Swimming,2018,50m Breaststroke,Men,20180725,David Trickett,Great Britain,Great Britain,28.94,28940,Elite
Swimming,2018,50m Breaststroke,Men,20180803,Neil Redman,Great Britain,Great Britain,29.01,29010,Elite
Swimming,2018,50m Breaststroke,Men,20180113,Jack Mccomish,Great Britain,Great Britain,29.06,29060,Elite
Swimming,2018,50m Breaststroke,Men,20180725,Richard Ayre,Great Britain,Great Britain,29.06,29060,Elite
Swimming,2018,50m Breaststroke,Women,20180808,Imogen Clark,Great Britain,Great Britain,30.04,30040,Elite
Swimming,2018,50m Breaststroke,Women,20180406,Sarah Vasey,England,Great Britain,30.60,30600,Elite
Swimming,2018,50m Breaststroke,Women,20180724,Katie Matts,Great Britain,Great Britain,31.20,31200,Elite
Swimming,2018,50m Breaststroke,Women,20180405,Chloe Tutton,Wales,Great Britain,31.24,31240,Elite
Swimming,2018,50m Breaststroke,Women,20180724,Beth Aitchison,Great Britain,Great Britain,31.27,31270,Elite
Swimming,2018,50m Breaststroke,Women,20180704,Tatiana Belonogoff,Great Britain,Great Britain,31.29,31290,Elite
Swimming,2018,50m Breaststroke,Women,20180630,Siobhan-Marie O'Connor,England,Great Britain,31.29,31290,Elite
Swimming,2018,50m Breaststroke,Women,20180405,Corrie Scott,Scotland,Great Britain,31.33,31330,Elite
Swimming,2018,50m Breaststroke,Women,20180204,Jocelyn Ulyett,England,Great Britain,31.59,31590,Elite
Swimming,2018,50m Breaststroke,Women,20180704,Katie Robertson,Great Britain,Great Britain,31.68,31680,Elite
Swimming,2018,50m Breaststroke,Women,20180724,Kara Hanlon,Great Britain,Great Britain,31.69,31690,Elite
Swimming,2018,50m Breaststroke,Women,20180406,Megan Morrison,Great Britain,Great Britain,31.98,31980,Elite
Swimming,2018,50m Breaststroke,Women,20180405,Laura Kinley,Isle of Man,Great Britain,31.99,31990,Elite
Swimming,2018,50m Breaststroke,Women,20180724,Annabel Guye-Johnson,Great Britain,Great Britain,32.00,32009,Elite
Swimming,2018,50m Breaststroke,Women,20180309,Carmella Kitching,Great Britain,Great Britain,32.09,32090,Elite
Swimming,2018,50m Breaststroke,Women,20180724,Grace Gilroy,Great Britain,Great Britain,32.11,32119,Elite
Swimming,2018,50m Breaststroke,Women,20180405,Molly Renshaw,England,Great Britain,32.18,32180,Elite
Swimming,2018,50m Breaststroke,Women,20180704,Angharad Evans,Great Britain,Great Britain,32.22,32229,Elite
Swimming,2018,50m Breaststroke,Women,20180724,Jemimah Berkeley,Great Britain,Great Britain,32.28,32280,Elite
Swimming,2018,50m Breaststroke,Women,20180724,Georgina Evans,Great Britain,Great Britain,32.33,32330,Elite
Swimming,2018,50m Breaststroke,Women,20180506,Rachel Taylor,Great Britain,Great Britain,32.43,32439,Elite
Swimming,2018,50m Breaststroke,Women,20180724,Georgina Heyn,Great Britain,Great Britain,32.47,32479,Elite
Swimming,2018,50m Breaststroke,Women,20180724,Illizane Pinfold,Great Britain,Great Britain,32.54,32540,Elite
Swimming,2018,50m Breaststroke,Women,20180724,Anna Leman,Great Britain,Great Britain,32.63,32630,Elite
Swimming,2018,50m Breaststroke,Women,20180304,Rebecca Clynes,Great Britain,Great Britain,32.63,32630,Elite
Swimming,2018,50m Breaststroke,Women,20180724,Kayla Van Der Merwe,Great Britain,Great Britain,32.65,32650,Elite
Swimming,2018,50m Breaststroke,Women,20180405,Niamh Robinson,Isle of Man,Great Britain,32.77,32770,Elite
Swimming,2018,50m Breaststroke,Women,20180724,Lucia Grant,Great Britain,Great Britain,32.80,32800,Elite
Swimming,2018,50m Breaststroke,Women,20180724,Katie Goodburn,Great Britain,Great Britain,32.91,32910,Elite
Swimming,2018,50m Breaststroke,Women,20180405,Bethan Sloan,Wales,Great Britain,32.91,32910,Elite
Swimming,2018,50m Breaststroke,Women,20180724,Ashley Ransome,Great Britain,Great Britain,32.94,32940,Elite
Swimming,2018,50m Breaststroke,Women,20180328,Jasmin Smith,Great Britain,Great Britain,32.96,32960,Elite
Swimming,2018,50m Breaststroke,Women,20180506,Stella Cookson,Great Britain,Great Britain,32.97,32970,Elite
Swimming,2018,50m Breaststroke,Women,20180724,Morgan Penney,Great Britain,Great Britain,33.07,33070,Elite
Swimming,2018,50m Breaststroke,Women,20180724,Tabitha Monkhouse,Great Britain,Great Britain,33.07,33070,Elite
Swimming,2018,50m Breaststroke,Women,20180724,Cira Fletcher,Great Britain,Great Britain,33.12,33120,Elite
Swimming,2018,50m Breaststroke,Women,20180324,Danielle Gilbert,Great Britain,Great Britain,33.15,33150,Elite
Swimming,2018,50m Breaststroke,Women,20180324,Maia Hall,Great Britain,Great Britain,33.20,33200,Elite
Swimming,2018,50m Breaststroke,Women,20180506,Lily Booker,Great Britain,Great Britain,33.25,33250,Elite
Swimming,2018,50m Breaststroke,Women,20180724,Jessica Gillatt,Great Britain,Great Britain,33.25,33250,Elite
Swimming,2018,50m Butterfly,Men,20180807,Benjamin Proud,England,Great Britain,22.78,22780,Elite
Swimming,2018,50m Butterfly,Men,20180806,Jacob Peters,England,Great Britain,23.95,23950,Elite
Swimming,2018,50m Butterfly,Men,20180729,Sam Horrocks,Great Britain,Great Britain,24.04,24040,Elite
Swimming,2018,50m Butterfly,Men,20180613,James Guy,England,Great Britain,24.05,24050,Elite
Swimming,2018,50m Butterfly,Men,20180729,Cameron Brooks-Clarke,Great Britain,Great Britain,24.26,24260,Elite
Swimming,2018,50m Butterfly,Men,20180113,Lewis Fraser,Great Britain,Great Britain,24.30,24300,Elite
Swimming,2018,50m Butterfly,Men,20180405,Sean Campsie,Scotland,Great Britain,24.32,24320,Elite
Swimming,2018,50m Butterfly,Men,20180729,Henry Bland,Great Britain,Great Britain,24.34,24340,Elite
Swimming,2018,50m Butterfly,Men,20180405,Scott Mclay,Scotland,Great Britain,24.49,24490,Elite
Swimming,2018,50m Butterfly,Men,20180127,Adam Fawl,Great Britain,Great Britain,24.54,24540,Elite
Swimming,2018,50m Butterfly,Men,20180729,Oliver Maltby,Great Britain,Great Britain,24.58,24580,Elite
Swimming,2018,50m Butterfly,Men,20180729,Peter Webster,Great Britain,Great Britain,24.60,24600,Elite
Swimming,2018,50m Butterfly,Men,20180729,Alex Bowen,Great Britain,Great Britain,24.61,24610,Elite
Swimming,2018,50m Butterfly,Men,20180302,Daniel Savage,Great Britain,Great Britain,24.73,24730,Elite
